Electronegativity,IonicRadius,AtomicNumber,BandGap
0.976,1.004,38,3.798
1.397,0.907,42,3.368
3.183,1.181,46,2.884
0.869,1.453,53,3.892
2.325,1.092,26,3.313
2.159,1.53,61,2.662
1.804,0.831,67,2.655
2.002,2.455,54,3.649
2.449,0.716,22,3.069
1.233,2.364,26,4.0
2.588,2.327,83,2.851
3.358,1.551,60,2.455
3.209,1.95,39,3.114
1.208,1.372,36,3.177
1.193,1.76,21,3.801
1.585,1.181,41,3.367
1.892,1.102,48,3.186
2.048,1.656,26,3.134
2.943,1.496,63,2.368
0.887,1.659,77,3.315
0.814,1.073,36,3.661
1.993,1.234,24,3.762
3.001,0.668,21,2.611
1.338,0.605,18,3.383
2.817,1.007,15,3.463
1.557,0.648,79,3.088
3.624,0.708,6,2.464
3.656,2.126,43,2.954
1.681,0.578,31,3.439
1.459,1.818,28,3.771
2.057,1.045,8,3.157
1.494,2.243,29,3.677
2.919,1.47,21,2.946
3.426,1.111,81,2.325
2.921,1.535,58,2.645
3.42,1.264,60,2.385
2.01,1.629,50,3.074
1.216,0.729,31,3.073
3.135,2.494,47,3.713
1.89,1.351,34,3.45
2.915,1.196,2,3.581
1.593,1.92,67,3.03
0.968,1.228,72,3.681
3.976,2.167,52,2.481
1.215,1.409,7,4.0
3.962,1.939,76,2.525
3.925,0.715,19,2.872
3.32,2.192,15,3.208
2.876,1.971,78,2.45
2.607,0.923,48,2.791
3.558,0.791,14,2.862
1.655,1.133,3,3.554
2.243,2.452,50,3.273
2.744,1.014,54,2.319
2.057,1.412,6,3.336
2.111,0.56,49,2.985
1.79,1.294,23,3.703
2.562,1.643,78,3.003
3.507,2.406,78,3.148
1.365,1.533,20,4.0
3.784,2.138,77,2.36
2.974,1.594,60,2.495
3.417,0.582,45,2.334
2.535,1.13,61,2.617
3.272,1.651,56,2.708
0.753,2.401,2,4.0
3.401,2.218,45,3.015
0.832,0.957,40,3.988
3.637,0.94,24,2.726
3.973,0.902,29,2.112
1.67,2.345,67,3.263
1.394,2.205,68,3.565
3.226,2.05,66,2.762
1.535,1.285,54,3.599
3.556,1.509,53,2.542
1.039,1.429,79,3.219
1.116,1.007,49,3.012
3.931,1.51,32,2.399
2.924,0.561,61,2.506
3.495,0.764,42,2.504
1.77,2.273,1,4.0
2.932,2.003,63,2.951
2.661,1.346,35,3.001
2.69,1.534,51,2.664
2.952,1.24,71,2.521
2.599,1.982,45,3.134
2.116,2.068,77,3.387
1.611,2.027,65,3.686
3.236,1.945,14,3.069
1.447,0.909,3,3.549
2.985,1.176,24,2.62
1.47,1.44,65,3.193
2.764,1.162,48,2.684
3.165,2.01,10,3.929
1.422,1.159,13,3.41
0.898,0.776,73,3.198
1.132,1.298,14,3.676
2.7,2.46,10,3.604
3.503,0.952,40,2.441
0.848,1.724,23,4.0
3.123,1.366,55,2.761
1.826,0.642,63,3.067
2.279,1.476,71,2.673
3.765,1.904,42,2.955
1.796,1.526,66,2.999
2.236,2.244,79,2.677
0.745,1.078,73,3.29
0.969,0.672,47,3.412
1.553,2.373,81,3.008
0.792,1.256,52,3.799
2.784,1.653,18,3.04
2.107,2.084,79,2.819
2.509,1.149,18,3.201
1.276,1.932,24,4.0
1.677,0.771,23,3.067
2.891,1.083,12,3.324
3.885,0.789,23,1.953
0.866,2.122,21,4.0
3.638,0.945,64,1.946
2.604,1.935,72,2.659
2.561,2.387,34,3.826
2.351,1.556,2,3.299
0.929,1.58,69,3.438
0.997,1.422,31,3.491
2.683,1.152,68,2.825
1.825,1.451,70,3.148
3.727,1.706,19,3.008
2.042,2.472,72,3.528
1.173,2.376,13,4.0
3.059,2.224,65,3.102
1.668,2.278,6,4.0
2.434,1.436,71,2.858
3.003,1.815,27,2.837
3.671,2.29,79,2.167
3.314,1.286,52,2.691
2.932,2.424,48,2.838
2.943,1.332,79,2.137
3.822,1.702,68,2.563
1.676,1.92,44,3.391
0.704,2.401,17,4.0
1.597,0.989,38,3.153
1.419,1.992,10,3.846
2.884,1.542,54,2.899
2.791,1.037,6,3.226
2.658,2.053,6,3.512
0.754,1.604,52,3.673
3.105,1.822,15,4.0
1.768,1.146,68,3.412
2.895,1.463,57,2.962
2.537,1.735,56,2.679
1.831,1.31,7,3.612
1.144,0.897,51,3.507
1.012,2.423,58,3.969
3.444,1.523,64,2.799
3.731,1.968,26,2.718
2.844,1.322,58,2.709
1.041,1.21,31,3.488
2.027,1.314,66,3.297
3.105,1.318,13,3.238
3.273,1.588,18,2.9
1.09,1.587,75,3.386
0.7,1.494,13,4.0
3.05,0.77,24,2.591
1.877,1.492,57,3.399
1.54,0.838,29,3.405
0.743,0.752,56,3.276
2.483,2.365,54,2.992
3.509,1.71,5,3.313
3.86,1.819,35,2.759
2.567,1.304,19,3.041
2.398,2.318,55,3.102
0.981,1.776,77,3.412
2.511,2.038,69,2.973
1.954,1.237,44,3.238
2.704,2.42,78,2.462
1.983,2.141,38,3.539
1.493,2.208,62,3.18
1.013,0.844,22,4.0
1.739,1.042,73,3.188
1.019,1.071,40,3.843
1.284,1.042,26,2.964
3.958,2.211,5,2.995
2.166,0.564,54,2.783
2.455,0.652,49,2.907
3.583,1.048,3,3.116
3.985,0.9,38,2.657
2.623,0.964,14,2.561
3.381,2.096,47,2.646
1.779,1.626,14,3.691
1.709,0.512,75,2.967
2.029,1.359,73,3.106
2.919,1.316,38,3.006
2.951,0.728,64,2.279
1.74,1.852,44,3.332
1.14,1.904,70,3.298
2.787,1.942,65,2.613
1.123,1.957,25,3.679
2.609,0.5,16,2.714
2.988,2.408,15,3.501
3.012,2.128,81,2.695
3.186,2.308,3,3.196
3.58,0.531,67,1.669
2.35,2.368,37,3.348
3.11,2.12,81,2.992
2.743,2.174,55,3.047
1.316,0.687,38,3.54
0.785,1.978,63,3.734
1.639,2.42,1,4.0
2.162,1.857,71,2.654
2.736,1.641,19,3.146
3.505,2.391,52,2.702
1.348,1.386,30,3.987
1.114,1.699,55,3.6
3.879,1.453,14,3.103
1.057,2.366,13,4.0
2.279,0.652,27,2.843
2.632,1.502,9,3.348
2.487,1.874,41,3.619
0.984,2.084,48,3.932
0.888,1.666,12,4.0
1.048,2.318,10,4.0
2.632,2.384,6,3.762
2.496,0.629,34,3.027
1.471,1.305,52,3.398
2.805,0.547,41,2.587
3.406,1.159,83,1.931
0.837,1.574,6,3.653
2.344,2.322,2,3.697
2.975,2.193,15,3.467
1.533,0.755,17,3.543
1.716,0.686,16,3.559
2.725,1.679,28,3.142
3.663,1.564,72,3.004
3.373,1.033,10,3.408
2.624,2.299,10,3.201
3.11,2.355,10,3.567
1.904,1.305,73,3.182
2.815,2.281,28,2.787
2.238,1.268,24,3.327
1.327,1.974,19,4.0
3.016,1.452,68,2.588
2.536,0.745,56,2.786
1.883,2.356,67,3.343
3.707,1.408,42,2.735
0.769,1.969,12,4.0
1.742,1.234,18,3.726
0.888,0.538,23,3.91
3.23,0.701,6,2.634
3.017,1.492,53,3.258
1.793,1.88,42,3.545
2.93,1.169,66,2.461
2.007,1.891,30,3.609
3.196,1.897,9,3.105
2.199,1.908,42,3.347
2.061,1.485,34,3.397
3.785,2.33,40,2.654
1.528,1.478,17,3.741
1.097,1.401,29,3.556
2.629,0.899,50,2.581
3.899,1.115,76,1.802
1.947,0.585,49,2.853
0.905,1.767,73,3.341
1.82,0.997,61,3.12
2.37,1.108,83,2.869
1.234,2.042,46,3.864
2.872,1.154,46,3.021
3.993,0.984,17,2.79
2.191,0.838,66,2.523
1.871,2.05,5,3.773
2.022,0.759,54,3.364
1.08,1.408,16,3.734
3.615,1.514,81,2.702
2.069,1.875,7,3.601
1.978,1.767,8,3.187
2.877,2.121,72,2.744
2.159,0.59,82,2.745
2.839,1.093,38,3.268
0.903,1.06,54,3.087
3.385,0.792,76,2.371
3.804,1.078,15,2.915
2.841,1.12,50,3.065
3.85,1.544,56,1.735
1.2,1.827,9,4.0
2.275,1.262,8,3.539
2.686,1.939,19,3.472
2.62,1.172,51,3.094
2.025,1.081,72,2.333
1.816,1.582,57,3.472
1.119,0.547,68,3.671
1.993,0.66,31,2.789
1.237,1.336,3,3.9
3.123,2.386,83,2.686
1.389,1.943,43,3.726
0.893,0.676,29,3.702
2.523,2.193,10,3.421
2.664,1.965,12,3.454
3.577,1.722,46,3.102
2.604,2.141,30,3.442
1.84,1.308,82,2.968
3.35,0.943,32,2.484
2.483,1.524,73,3.109
0.962,1.598,47,3.61
2.567,1.577,63,2.344
3.696,1.63,26,2.896
2.008,2.397,3,4.0
1.678,2.304,23,3.755
1.173,2.251,75,2.938
1.2,2.103,74,3.172
2.128,2.387,50,3.376
2.666,0.697,36,2.725
0.966,1.03,13,3.943
3.801,1.49,29,2.825
3.192,2.193,38,2.932
2.636,1.51,77,2.319
3.434,1.996,5,3.579
0.965,0.778,20,3.828
2.274,1.005,78,2.82
2.779,1.964,14,3.473
3.435,0.829,8,3.109
3.285,1.203,48,2.511
1.614,1.03,13,3.78
3.805,1.2,24,2.805
1.11,1.917,79,3.54
3.588,1.236,65,2.027
3.904,1.611,34,2.656
1.285,0.7,51,3.323
3.083,2.11,3,3.855
0.833,1.24,78,3.324
2.038,1.797,58,3.454
2.404,1.951,72,2.572
2.616,0.919,55,2.54
3.789,2.269,80,2.515
2.918,1.732,42,3.08
2.288,1.357,21,3.143
3.372,0.865,10,3.09
3.837,2.385,57,2.609
0.773,2.01,25,4.0
3.942,0.916,56,2.158
0.984,1.175,38,3.954
3.387,2.119,61,2.983
1.625,1.891,47,3.958
1.136,2.032,54,3.793
2.152,1.382,46,3.617
2.825,1.933,68,2.869
1.957,1.273,4,3.567
0.88,0.923,66,3.195
2.678,1.765,43,3.024
3.678,2.452,62,2.653
1.965,1.121,4,3.379
1.414,1.422,65,3.103
2.161,1.848,62,3.262
0.86,1.583,2,4.0
3.408,2.187,9,2.818
3.427,2.023,57,2.268
2.64,0.617,45,2.194
1.865,2.497,18,3.509
3.339,2.005,48,2.526
2.53,2.228,42,3.033
3.426,1.802,41,2.872
2.784,2.213,75,2.522
3.289,0.725,58,2.132
2.675,1.195,42,2.451
2.067,2.253,35,3.374
3.861,0.903,38,2.567
2.486,0.656,67,2.567
2.697,2.076,41,3.195
1.428,2.171,50,3.62
2.765,0.825,72,2.141
2.586,2.209,79,2.776
1.31,1.874,45,3.683
0.897,1.54,71,3.676
2.694,2.161,19,3.511
3.22,1.338,17,3.204
2.427,0.888,65,2.414
1.448,1.07,77,2.636
2.9,1.51,56,2.335
0.964,1.563,41,3.917
2.158,2.111,42,3.03
1.239,2.083,6,4.0
1.309,1.663,69,3.214
1.368,2.062,75,3.779
1.976,0.884,73,2.672
0.869,0.6,40,3.374
2.013,2.247,41,3.516
2.389,0.651,9,3.086
2.295,0.993,8,3.445
1.963,1.891,44,3.121
3.469,1.319,58,2.515
1.18,2.253,67,3.386
2.369,1.096,13,3.24
0.905,0.524,19,3.301
0.935,1.101,49,3.725
2.594,1.656,80,2.61
2.568,1.252,82,2.797
3.598,1.57,78,2.108
2.541,2.253,30,3.397
3.867,2.325,66,2.762
0.861,1.032,77,2.941
1.023,1.424,59,3.247
0.845,1.598,53,3.854
1.311,2.398,52,4.0
2.486,2.497,81,2.989
2.83,0.971,31,2.647
0.85,1.954,15,4.0
3.822,1.256,20,3.181
3.479,0.516,5,2.42
1.679,0.519,7,3.586
0.955,1.421,18,3.936
1.261,1.477,56,3.13
1.119,0.545,75,2.928
1.107,1.874,45,3.258
2.411,1.088,28,3.194
1.511,1.62,50,3.53
1.882,1.102,2,3.256
3.965,0.834,68,2.163
2.958,1.314,77,2.315
3.832,0.965,24,2.368
1.17,1.57,48,3.319
1.961,0.898,45,3.24
2.531,1.517,58,2.484
0.953,0.815,36,3.146
0.714,1.842,2,4.0
2.912,2.008,18,3.158
2.818,0.721,49,2.796
2.056,1.436,8,3.546
2.316,0.642,58,2.704
2.071,1.696,15,3.166
0.779,1.029,17,3.809
1.807,1.555,23,2.952
1.284,1.535,66,3.386
1.025,2.349,70,3.804
3.857,1.598,27,2.512
2.678,1.666,37,3.192
3.105,1.303,49,2.589
1.741,2.398,64,3.731
1.997,2.054,34,3.574
1.482,1.071,18,3.329
1.02,2.188,64,3.941
1.291,1.365,74,3.4
3.332,2.157,44,2.811
2.936,2.146,17,3.463
2.505,0.878,59,2.831
2.268,1.902,13,3.467
3.744,1.081,52,2.363
0.94,1.095,60,3.454
1.626,1.093,42,3.129
1.855,1.951,64,3.58
3.282,0.96,66,1.861
3.975,0.502,34,2.43
1.494,1.93,71,3.007
3.585,0.842,64,2.158
3.441,0.709,33,2.147
1.441,0.975,12,3.306
2.018,1.26,76,2.829
2.052,1.452,19,3.483
3.928,0.589,9,2.82
1.297,2.441,74,3.414
3.337,1.932,17,3.269
1.803,1.146,50,3.16
3.112,1.137,39,2.891
2.086,1.397,41,2.942
2.609,1.752,10,3.445
3.448,0.793,12,2.872
3.354,0.878,79,2.048
3.559,2.219,15,3.227
0.897,1.013,28,3.824
2.984,1.26,4,3.055
1.162,2.243,36,4.0
2.072,1.826,65,2.533
2.51,1.183,47,2.442
2.029,1.867,81,2.72
2.415,0.539,39,2.916
3.989,1.971,38,2.467
1.146,1.474,44,3.249
2.929,2.126,51,2.974
2.007,2.409,26,3.725
1.139,2.352,36,3.771
1.224,2.319,69,3.26
3.833,1.524,1,2.956
3.603,1.22,53,2.634
3.693,1.43,6,2.628
3.972,1.88,37,3.04
1.387,2.268,2,4.0
1.873,0.914,69,2.716
2.908,2.336,41,3.201
2.297,2.13,51,3.276
2.081,2.458,47,2.917
1.881,2.261,13,3.809
2.659,1.06,76,2.679
2.599,0.712,69,2.781
1.233,0.724,66,3.075
2.257,1.082,59,2.783
2.526,1.728,68,3.049
2.582,2.109,59,3.498
1.393,2.299,10,4.0
3.149,1.748,13,3.129
0.783,0.511,2,4.0
1.871,0.873,15,3.121
3.275,0.699,46,2.496
2.561,1.227,57,3.416
1.562,1.503,10,3.879
2.993,0.587,22,2.99
2.572,1.197,79,2.498
3.328,0.858,77,2.343
3.126,1.794,8,3.552
2.713,1.429,21,2.795
2.311,1.491,22,3.319
1.14,1.355,45,3.628
1.562,2.412,40,3.725
2.083,0.929,22,3.144
2.678,1.533,30,3.478
2.395,1.972,62,3.104
1.651,1.614,73,2.958
0.721,2.358,45,4.0
2.338,1.256,35,3.479
1.643,1.427,82,3.276
3.124,0.677,42,2.47
0.779,1.718,5,4.0
2.63,1.076,27,2.781
3.807,0.821,70,2.127
1.276,1.589,62,3.661
2.256,1.565,32,3.428
1.002,0.652,8,4.0
2.765,1.896,18,2.838
2.517,1.748,78,2.813
2.044,0.878,15,3.544
2.421,1.439,26,3.091
3.659,1.941,53,2.346
1.348,1.559,44,3.227
0.774,1.291,32,3.824
3.543,1.145,28,2.378
2.604,1.721,39,3.493
3.639,2.378,32,3.107
2.67,1.843,77,2.705
3.374,0.649,79,2.075
2.118,1.421,18,3.71
3.175,2.282,70,3.09
3.713,0.689,11,2.418
2.588,2.478,32,3.245
1.297,2.398,20,3.951
1.587,0.657,40,3.046
1.356,2.367,8,3.677
1.515,1.226,35,3.248
1.711,2.189,69,3.146
2.532,1.337,78,2.348
2.64,1.382,21,3.298
2.107,1.768,24,3.456
2.731,2.049,17,3.547
0.969,0.568,18,3.396
0.99,1.686,12,4.0
1.267,0.873,16,3.671
2.41,1.192,4,3.257
1.406,1.196,34,3.897
1.635,1.438,46,3.386
2.021,1.168,75,2.7
3.379,0.715,77,2.203
0.746,0.791,31,3.432
2.843,0.567,25,2.779
2.907,1.44,74,3.077
3.336,2.409,24,2.746
3.778,0.731,65,1.966
0.766,2.393,25,4.0
1.207,1.967,28,3.775
3.624,1.775,36,2.638
2.213,1.791,82,3.295
2.563,2.153,6,3.462
2.888,0.714,66,2.538
2.941,1.51,67,2.493
3.775,1.894,72,2.478
3.99,1.674,48,2.7
3.077,2.166,83,2.61
1.648,0.645,70,2.731
3.603,1.881,78,2.352
0.862,1.568,67,3.629
1.463,1.258,48,3.569
3.661,1.181,65,2.344
1.545,1.742,44,3.484
1.428,2.282,63,3.843
1.156,1.492,46,3.409
3.535,2.149,19,2.978
2.35,1.304,64,3.3
2.927,0.705,83,2.226
1.489,0.623,73,3.066
3.202,0.603,71,2.008
3.208,1.26,50,2.885
1.732,1.174,63,2.782
2.055,1.936,41,3.082
1.392,1.986,7,4.0
3.923,0.602,9,2.471
2.83,0.942,4,3.09
3.784,1.049,49,2.459
1.701,1.595,76,3.006
3.28,0.789,6,2.643
3.227,0.768,82,2.017
2.982,2.388,21,3.11
3.887,2.108,15,3.258
1.999,0.861,67,3.13
1.131,1.313,66,3.111
2.917,1.211,56,2.786
3.107,2.082,68,2.674
2.598,1.52,32,3.502
1.382,0.756,66,3.646
2.365,1.978,29,3.58
1.73,1.294,66,2.948
2.111,1.026,34,2.874
2.829,1.251,27,3.075
3.159,1.496,60,2.586
1.466,1.186,39,3.059
2.038,0.984,44,3.1
1.588,1.297,82,3.502
1.355,0.538,36,3.501
3.285,2.045,19,2.859
3.701,0.842,45,2.358
1.922,0.588,21,3.331
3.179,1.807,23,3.204
3.66,2.048,27,2.511
3.492,2.128,72,2.532
1.303,1.487,19,3.84
3.856,0.911,41,2.314
1.943,1.974,26,3.113
1.819,1.899,28,3.564
0.906,0.993,64,3.531
2.304,2.307,68,2.987
1.06,0.709,80,2.911
1.52,2.465,51,4.0
1.746,2.22,74,3.218
3.369,1.876,48,2.803
3.589,2.377,10,2.751
1.698,1.945,73,2.951
3.534,0.881,39,3.048
3.529,1.384,19,3.268
3.223,0.643,64,2.422
1.184,1.279,19,3.188
2.978,1.983,76,2.351
3.819,1.273,62,1.935
2.952,1.161,13,2.734
1.794,1.691,25,3.483
2.352,2.244,42,3.548
2.831,0.595,39,2.538
2.385,1.271,30,3.09
1.096,0.816,5,3.72
1.73,1.891,81,3.331
3.348,0.711,18,2.958
3.543,1.83,21,3.002
1.153,1.072,50,3.72
3.843,0.898,6,2.616
1.785,2.373,50,3.974
2.886,0.537,80,2.095
3.181,1.376,66,2.028
3.379,0.543,1,2.525
3.821,1.467,57,2.044
1.733,1.502,30,3.313
3.533,1.143,58,2.672
1.135,0.764,52,3.183
3.027,1.253,37,2.496
3.149,1.845,48,2.49
2.936,2.065,1,3.46
1.533,1.562,19,4.0
3.581,1.68,46,2.707
1.257,0.901,67,3.373
0.877,1.075,2,4.0
3.068,0.824,56,2.118
2.269,0.999,17,3.412
3.502,0.95,82,1.819
1.965,1.539,79,2.821
1.255,1.625,22,3.625
3.46,2.39,27,3.077
2.511,0.891,55,2.691
1.324,1.783,32,3.63
3.077,2.135,60,2.78
2.387,1.62,83,2.808
2.694,1.01,28,2.916
2.221,1.025,28,3.136
3.435,0.579,74,2.598
3.438,1.111,25,3.008
3.041,1.989,78,2.516
1.048,0.595,26,3.566
3.468,0.939,75,2.191
2.914,1.912,71,2.758
3.0,2.065,17,3.284
1.898,1.411,82,2.906
3.602,1.896,7,3.035
3.094,1.276,56,2.472
1.072,0.82,64,3.12
2.046,1.296,20,2.977
3.625,1.66,38,2.882
0.856,2.396,75,3.787
3.873,0.638,58,2.605
2.941,1.515,16,2.859
2.784,1.158,51,2.663
1.593,1.517,27,3.88
1.521,0.548,51,3.176
3.809,1.126,75,2.512
1.684,2.14,16,4.0
3.259,1.608,60,2.011
1.997,1.401,76,2.966
1.16,1.071,40,3.563
0.735,1.096,67,3.399
2.496,1.266,2,3.293
3.92,2.171,48,3.034
1.918,2.434,52,3.476
1.879,1.377,24,2.677
1.836,1.287,82,2.761
2.418,2.193,78,3.469
2.154,1.354,82,2.485
3.604,1.604,2,3.364
2.368,0.962,65,2.992
2.376,1.987,20,3.422
1.157,1.564,34,3.754
3.943,2.118,41,2.671
1.525,2.061,41,3.507
0.942,0.93,75,3.025
2.888,1.931,23,3.589
2.665,2.1,38,3.181
2.07,1.192,44,2.937
2.093,0.845,67,2.924
3.291,0.505,62,2.362
1.346,1.402,12,3.429
3.407,1.205,30,2.578
2.841,1.61,65,2.312
2.083,0.876,41,3.697
2.211,2.219,20,3.531
1.547,1.016,6,3.497
3.182,0.953,75,2.178
2.392,1.461,4,3.293
1.759,1.498,10,3.64
2.667,0.93,51,3.051
3.986,1.044,38,2.403
2.136,0.839,1,3.08
3.738,1.937,8,2.759
1.839,2.04,81,3.15
0.881,1.425,83,3.077
1.374,1.928,63,3.391
2.082,1.972,33,4.0
1.425,0.777,15,3.302
0.701,2.432,31,3.818
3.72,2.142,21,2.8
3.485,0.909,3,2.439
3.15,0.872,66,2.703
1.254,0.751,35,3.124
1.097,0.777,41,3.181
0.923,1.996,59,3.346
3.089,1.439,16,2.653
3.765,2.066,56,2.58
2.121,1.993,45,3.152
1.093,1.709,59,3.074
2.391,1.873,50,3.052
1.851,0.537,12,3.432
1.937,1.124,12,3.372
2.75,1.776,33,3.292
3.072,0.519,49,2.902
1.065,0.566,21,3.777
0.817,2.204,60,3.828
3.981,1.868,52,2.691
1.468,1.031,54,3.779
0.878,1.876,39,3.501
1.327,2.085,49,3.803
0.829,1.114,64,3.153
1.993,0.572,26,3.215
3.348,2.366,71,2.37
1.826,1.19,7,3.786
2.166,0.713,72,2.738
2.929,1.484,62,3.068
2.379,2.037,24,3.392
3.543,0.943,40,2.43
3.558,1.039,76,2.095
0.733,0.985,47,4.0
3.268,2.483,8,3.556
2.22,0.895,54,3.216
3.963,1.651,9,3.041
2.295,2.351,3,4.0
3.957,0.794,54,1.787
3.19,2.442,21,3.147
1.52,2.395,48,3.515
2.477,2.269,47,3.275
3.974,0.929,68,2.023
3.53,1.768,63,2.127
1.021,2.022,16,4.0
3.031,2.472,74,2.326
1.84,0.861,5,3.706
0.723,2.032,11,4.0
2.031,1.178,29,3.602
1.475,0.851,79,2.969
3.402,1.343,70,2.266
1.813,2.088,48,3.067
3.431,1.43,15,2.848
0.702,1.575,34,3.695
1.716,2.49,60,3.594
1.496,1.298,62,3.106
1.471,1.731,2,4.0
0.925,1.23,80,3.578
1.318,1.286,19,3.355
2.533,1.891,49,3.103
1.661,2.376,78,3.296
2.077,1.585,28,3.483
1.944,2.037,48,3.565
3.59,0.678,37,2.834
3.687,0.922,74,1.824
2.327,1.504,49,2.678
1.79,0.54,48,3.053
1.052,1.006,73,3.303
3.846,1.535,29,2.852
0.899,0.53,60,3.049
1.682,1.029,29,2.991
1.684,1.528,58,3.55
1.757,1.646,48,3.479
1.242,2.352,23,3.924
3.284,1.791,27,2.457
1.104,1.329,7,3.76
2.795,2.361,49,3.314
1.109,2.07,54,3.786
0.933,0.9,68,2.912
3.701,0.762,78,2.163
1.327,1.852,42,3.622
3.41,1.62,74,2.739
2.497,2.079,59,2.9
0.957,1.978,44,3.656
3.853,1.75,26,2.793
1.515,2.473,23,3.841
3.537,1.567,73,2.147
1.257,0.726,8,4.0
3.518,2.157,53,3.105
0.744,1.004,14,3.664
2.389,2.055,71,3.046
3.239,2.414,7,3.016
3.785,1.894,9,3.429
3.7,1.692,3,3.228
3.405,1.421,78,2.575
3.631,1.229,17,2.723
1.357,1.206,44,3.713
1.638,1.773,46,3.751
1.654,2.003,58,3.358
1.944,1.857,28,3.252
1.998,0.897,14,3.479
2.497,1.488,9,3.366
1.228,2.083,26,4.0
2.981,1.451,2,3.276
1.253,1.573,75,3.287
1.724,2.042,81,3.355
2.361,1.823,34,3.303
3.328,1.319,19,3.088
3.14,2.291,39,2.946
2.83,0.825,82,2.056
1.214,2.491,13,3.944
2.505,0.738,5,3.125
0.989,0.53,50,3.333
1.945,2.28,23,3.841
2.065,0.99,29,3.335
0.831,1.959,72,3.578
1.604,2.122,26,3.507
3.854,2.218,79,2.549
3.847,2.483,57,2.301
1.863,1.088,1,3.319
0.842,1.92,28,4.0
1.291,0.731,62,3.322
1.994,1.314,47,3.323
3.828,2.196,78,2.363
1.166,1.235,59,3.465
3.22,1.682,31,2.68
1.059,1.508,70,3.228
3.938,1.792,49,2.376
1.959,2.446,5,3.696
3.258,0.611,31,2.52
1.831,1.648,37,3.38
2.771,2.226,79,2.694
1.334,1.463,15,3.731
1.182,0.657,52,2.529
3.796,1.621,69,2.415
3.728,1.164,11,2.687
3.629,0.81,43,2.3
2.764,2.198,70,2.547
3.367,1.543,23,3.314
0.928,2.367,40,4.0
1.805,2.112,63,2.905
1.735,1.886,2,3.833
2.798,0.51,79,2.516
1.875,1.356,73,2.877
1.19,0.895,47,3.211
2.668,2.322,30,3.201
3.387,0.849,16,2.858
1.961,1.072,59,3.641
1.136,1.534,47,3.782
1.349,1.027,30,3.231
1.484,0.92,9,3.475
1.69,1.698,65,3.157
2.821,0.678,59,2.31
2.683,0.616,64,2.25
2.997,1.244,8,3.322
1.896,1.941,52,3.218
3.419,1.61,18,3.068
1.373,1.346,82,3.52
2.248,1.632,58,2.919
3.343,1.231,49,2.651
1.295,2.372,32,3.658
1.063,0.61,48,3.422
3.616,1.847,45,3.023
1.832,2.283,54,3.764
2.957,2.108,46,3.04
0.784,0.868,31,3.547
2.977,1.092,37,2.866
1.743,1.934,16,3.776
0.884,0.669,46,3.542
2.712,2.124,46,2.974
1.495,1.938,78,3.143
1.976,1.959,61,3.173
0.966,0.7,46,3.57
1.186,1.936,51,3.836
1.683,1.86,62,3.197
0.996,2.162,35,3.652
3.706,0.583,81,2.013
0.72,0.546,42,3.679
2.297,1.246,45,3.012
1.107,0.798,68,2.978
1.715,1.617,75,2.969
3.756,2.335,47,3.178
1.234,1.283,79,3.197
3.887,2.19,30,3.095
1.379,0.5,24,3.198
3.147,0.837,66,2.675
2.504,0.561,43,3.0
3.619,1.156,34,2.574
2.528,2.316,23,3.646
2.464,0.694,61,2.976
1.345,1.713,37,3.369
1.249,1.403,13,3.7
3.724,2.377,71,2.684
1.782,0.745,7,3.486
1.928,0.924,42,3.229
3.207,0.559,38,2.717
1.818,1.368,52,3.328
3.842,1.056,44,2.317
3.135,2.24,64,2.772
2.672,1.71,13,3.743
3.607,1.728,28,2.857
0.864,1.564,82,3.682
1.548,0.684,1,3.972
2.235,1.39,43,2.938
1.449,2.499,42,3.974
3.155,2.17,50,2.659
3.733,2.287,60,3.037
2.098,2.146,1,3.882
1.829,0.706,51,3.045
3.873,0.955,16,2.401
2.168,0.506,39,2.783
2.314,1.107,15,3.353
1.86,0.717,33,3.204
3.702,1.446,53,2.367
2.578,1.854,17,3.615
3.215,2.249,6,3.368
3.379,1.998,31,2.725
1.828,2.377,69,3.512
2.131,0.608,40,2.68
3.5,0.524,30,2.016
1.899,1.823,69,3.161
3.32,1.079,76,2.018
3.805,1.007,7,2.795
2.757,1.162,13,3.36
3.147,1.04,4,3.299
3.357,1.523,50,2.779
3.489,1.38,3,2.697
2.004,1.525,12,3.396
0.869,1.845,65,3.597
2.026,1.274,27,3.346
2.923,1.003,50,2.436
2.186,0.832,77,2.53
3.172,1.199,17,3.164
1.878,1.984,72,3.29
2.795,2.013,32,3.129
1.315,1.834,51,3.811
3.173,0.968,17,2.56
2.501,1.676,34,3.408
1.373,1.641,35,3.804
1.663,1.469,24,3.762
3.17,1.6,54,2.786
2.293,1.484,18,3.225
1.413,1.631,50,3.612
3.892,1.931,46,2.499
3.06,0.719,48,2.603
3.859,1.999,33,2.584
2.109,0.772,27,3.072
2.268,0.633,1,3.277
3.663,2.452,59,2.82
2.433,2.414,10,3.833
3.034,0.621,25,3.187
1.532,1.387,57,3.31
2.174,0.872,66,2.535
1.107,1.471,15,4.0
1.38,2.16,28,3.941
0.703,2.401,13,4.0
0.83,1.769,14,3.999
3.925,1.208,66,2.018
1.5,1.707,34,3.449
2.889,1.124,25,2.667
3.469,2.32,54,3.05
2.517,2.241,79,3.024
1.205,1.616,12,3.946
3.103,1.15,9,2.899
2.681,1.087,31,3.256
