Electronegativity,IonicRadius,AtomicNumber,BandGap
2.809,0.705,64,2.612
0.708,1.826,48,3.93
3.978,1.104,65,2.093
1.627,2.302,49,3.616
0.905,1.128,44,3.702
2.212,2.321,46,3.43
1.126,1.636,39,3.563
1.203,0.936,65,3.309
2.787,2.202,23,3.543
1.997,1.101,61,2.991
3.742,1.722,34,2.792
1.753,1.588,35,3.288
3.096,2.072,17,3.172
2.222,1.012,60,3.012
2.878,0.751,60,2.55
2.679,2.326,27,3.245
2.26,1.125,5,3.619
3.835,1.744,42,2.79
1.831,2.242,75,3.177
1.285,0.662,18,3.915
2.938,1.084,67,2.478
3.492,0.667,16,2.469
0.833,2.343,1,4.0
2.184,2.381,7,3.54
3.645,2.31,68,2.692
3.174,1.229,53,2.847
3.973,1.459,75,2.069
2.454,2.328,71,2.983
2.878,2.27,34,3.143
1.698,0.523,46,3.011
3.827,0.858,71,2.093
1.909,1.317,34,3.22
3.137,2.001,15,3.319
2.03,1.266,51,2.938
2.554,0.912,69,2.669
3.075,2.157,71,2.886
2.379,1.182,78,2.539
3.693,0.727,52,2.068
2.084,1.767,19,3.334
2.835,2.229,73,2.792
1.83,1.653,55,3.057
2.047,2.493,10,4.0
2.152,2.248,14,3.675
1.115,0.989,8,3.672
1.003,1.159,69,3.172
2.903,0.892,9,3.185
2.863,1.615,79,2.777
2.888,1.804,55,2.818
0.765,1.999,68,3.655
1.778,1.559,30,3.551
1.353,0.745,71,3.089
3.268,1.001,6,3.083
3.54,1.437,47,2.77
1.514,1.039,67,3.174
2.904,0.601,11,2.886
1.127,2.279,70,3.498
1.608,1.543,26,3.35
1.158,1.691,29,3.787
1.636,0.705,71,2.919
2.927,2.321,52,2.972
3.704,2.225,67,2.624
1.368,1.281,73,3.08
2.489,0.896,69,2.525
3.015,2.089,70,2.959
3.845,1.648,74,2.216
2.713,2.163,64,2.953
1.542,1.464,61,3.345
2.764,2.283,16,3.285
1.758,1.932,21,3.701
3.921,1.205,31,2.415
2.019,2.01,28,3.62
2.962,1.143,6,3.463
0.777,1.359,50,3.758
2.02,1.299,36,3.443
3.588,1.337,45,2.666
2.714,1.951,48,3.32
2.165,0.991,51,2.667
3.789,1.146,68,2.285
3.518,1.524,66,2.609
1.763,1.054,10,3.49
2.497,0.766,57,2.823
2.316,1.906,10,3.476
2.786,1.695,25,3.392
1.803,2.393,29,3.711
1.506,1.985,51,3.464
3.712,1.644,29,2.674
3.749,1.033,20,2.689
3.483,0.899,75,2.445
3.928,1.547,76,2.395
3.158,1.421,64,2.467
3.223,1.31,74,2.459
3.217,1.383,32,2.936
2.286,0.924,38,3.002
2.206,1.341,4,3.533
1.493,0.578,4,3.74
2.828,1.621,25,3.13
1.655,1.614,41,3.507
1.551,1.834,81,3.321
2.634,1.928,18,3.484
2.053,1.848,33,3.452
1.422,2.108,45,3.842
3.393,0.766,1,2.812
3.54,2.272,50,2.574
1.253,1.277,28,3.671
0.725,1.833,57,3.987
1.809,0.741,39,3.482
3.332,0.949,81,2.104
3.469,2.362,81,2.496
1.156,0.775,26,3.28
3.255,1.431,51,2.704
1.082,0.689,55,3.371
1.987,0.687,77,2.568
3.995,2.488,5,3.072
1.336,1.777,1,4.0
1.208,1.772,55,3.813
2.095,1.041,34,3.305
2.745,0.804,5,3.06
3.779,1.728,82,2.538
3.937,0.999,35,2.536
0.93,1.042,46,3.45
1.155,1.341,43,3.442
3.309,0.95,14,2.539
1.593,2.379,26,4.0
3.62,1.656,41,3.091
2.889,0.637,36,2.738
1.069,1.465,17,3.941
3.447,1.622,14,3.005
1.282,1.217,42,3.489
2.098,2.248,72,2.989
2.522,1.542,36,3.203
2.353,0.978,27,3.412
2.964,1.582,74,2.612
2.854,1.946,82,2.634
3.974,1.117,46,2.534
3.998,2.245,81,2.242
2.404,0.614,42,2.819
1.014,1.095,15,3.729
3.102,2.355,26,3.161
3.923,1.035,36,2.329
1.75,0.652,27,3.386
2.222,0.59,9,3.464
2.102,2.007,77,3.161
0.87,1.172,52,3.816
2.918,2.029,34,3.267
1.866,1.803,39,3.441
3.299,2.001,74,2.575
3.446,2.335,31,3.072
3.41,2.129,35,3.117
2.075,0.803,26,3.238
1.761,2.314,59,3.605
3.171,1.171,35,2.68
3.345,2.109,77,2.555
2.321,1.543,36,3.28
3.647,0.851,74,2.017
1.175,1.88,82,3.373
3.601,1.838,53,2.319
1.017,2.316,10,4.0
1.207,1.321,47,3.392
2.462,1.968,59,3.022
0.923,1.536,2,3.962
0.874,1.601,7,4.0
0.702,1.186,73,3.244
2.14,1.223,70,2.734
3.256,2.105,12,3.293
0.815,1.769,5,3.737
2.852,1.873,29,3.102
3.416,2.362,6,3.412
1.254,1.879,61,3.368
1.185,1.969,65,3.632
3.541,2.046,42,2.625
3.416,1.358,2,2.89
2.479,1.42,2,3.172
3.403,2.458,10,3.056
1.006,1.619,10,3.824
2.002,1.252,25,3.441
3.135,0.617,62,2.212
1.55,0.931,30,3.332
3.183,2.056,44,2.731
2.364,2.353,3,3.769
3.176,2.069,49,2.771
2.233,2.092,20,3.719
1.914,2.252,8,3.864
1.423,1.39,17,3.438
1.388,0.779,13,3.244
3.18,1.739,12,3.147
1.092,2.318,28,3.806
0.984,1.39,65,3.427
1.282,2.133,6,4.0
1.279,2.251,79,3.468
3.416,0.66,51,2.53
2.015,1.354,36,3.202
3.968,1.408,2,3.022
1.153,1.366,71,3.057
2.857,1.027,57,2.769
2.181,1.478,6,3.48
1.997,1.946,18,3.807
3.588,1.859,7,3.341
3.919,2.36,46,2.909
3.58,1.971,43,2.957
1.335,2.009,25,3.818
1.429,1.079,54,2.823
2.865,0.563,15,3.112
1.654,1.526,4,3.779
3.125,2.058,69,2.868
2.569,1.297,30,3.063
2.518,2.129,36,3.389
3.434,1.741,21,3.169
3.045,1.164,57,2.523
0.788,1.185,39,3.749
0.863,1.865,32,3.891
2.685,1.652,12,3.386
2.304,0.634,4,3.308
1.559,1.605,53,3.54
2.082,0.587,78,2.536
3.201,1.594,30,2.966
3.428,2.355,47,2.926
2.552,0.684,61,2.685
1.972,1.468,6,3.418
1.593,2.049,36,3.687
2.422,1.358,77,2.912
1.739,1.22,43,3.212
2.562,1.655,66,2.657
2.933,2.209,11,3.504
0.918,2.233,58,3.622
0.704,1.041,40,3.429
1.401,2.434,53,3.648
3.652,0.825,17,2.486
2.833,0.924,39,2.604
1.267,1.9,44,3.757
3.638,2.234,77,2.514
2.251,0.871,51,2.709
2.271,1.15,34,3.055
3.787,0.655,16,2.966
0.896,1.42,62,3.449
1.41,1.534,33,3.554
2.633,1.681,72,2.613
1.345,0.875,74,3.033
2.942,1.053,50,2.515
1.407,2.01,77,3.061
1.027,0.72,40,3.464
1.383,0.508,5,3.36
2.095,1.279,12,3.482
1.281,1.659,23,4.0
1.144,2.283,56,3.761
3.539,0.579,28,2.318
1.757,1.168,29,3.26
1.891,2.213,39,3.357
0.882,1.926,83,3.402
1.879,1.766,64,3.237
1.574,0.52,78,2.586
2.715,1.43,70,2.71
1.378,2.456,23,4.0
3.632,1.841,31,2.85
3.768,2.131,48,2.622
1.029,1.527,14,4.0
1.054,1.223,18,3.96
1.081,1.142,82,3.14
2.745,2.093,56,2.968
1.102,1.423,57,3.475
3.513,1.145,81,2.442
3.189,1.811,50,2.687
3.405,2.497,6,3.408
2.436,1.361,55,3.151
3.989,0.828,24,2.65
0.846,1.784,16,3.704
2.024,1.301,51,3.125
1.769,1.679,82,3.131
3.831,2.494,8,3.286
2.604,1.416,49,3.165
3.36,1.106,52,2.364
1.262,2.461,48,3.696
3.929,1.835,68,2.444
2.346,1.111,31,3.17
2.329,1.134,40,3.339
3.904,1.71,64,2.218
1.956,1.226,13,3.641
2.012,2.046,2,3.855
2.63,0.886,30,2.917
1.123,0.881,60,3.29
1.76,0.965,14,3.525
1.338,2.248,69,3.184
1.041,0.683,74,3.103
3.558,1.702,14,3.078
2.645,2.227,47,3.325
1.884,0.854,82,2.771
2.049,2.338,61,3.375
2.124,1.922,49,3.333
2.789,0.96,47,2.81
3.758,2.461,51,2.791
3.778,2.165,81,2.44
1.992,0.614,76,2.817
1.787,2.151,81,3.039
2.188,1.653,45,3.115
2.574,2.279,40,3.241
2.224,1.68,57,3.037
2.874,2.092,8,3.299
2.53,2.165,50,3.188
1.758,2.093,61,3.377
1.841,0.617,76,2.969
1.949,1.831,57,3.118
1.012,2.294,32,3.915
1.248,2.372,42,4.0
3.086,2.034,12,3.15
1.984,1.12,14,3.509
1.408,2.217,50,3.429
2.557,0.551,69,2.565
3.193,2.042,77,2.611
1.549,1.471,9,3.831
3.428,2.26,44,2.885
3.761,1.504,21,2.894
2.671,1.346,54,2.919
2.908,2.189,51,3.325
0.874,1.159,78,3.128
3.82,1.476,40,2.41
1.995,2.187,55,3.316
3.749,0.526,70,2.145
2.611,1.2,12,3.349
0.715,2.166,70,3.587
0.827,2.259,28,4.0
2.945,0.82,12,2.989
2.557,1.389,2,3.169
0.788,1.188,47,3.615
3.153,2.452,2,3.466
3.512,1.629,6,3.029
2.338,1.299,5,3.461
2.237,2.244,64,3.213
0.718,1.917,6,4.0
3.296,1.925,26,2.895
1.791,1.724,33,3.347
3.6,1.334,67,2.68
1.931,0.697,68,2.782
2.565,1.768,49,3.229
1.592,1.329,77,3.213
1.23,1.405,52,3.376
3.257,2.348,57,2.956
2.339,1.942,73,3.057
2.47,2.063,35,3.182
3.886,2.02,16,2.823
3.88,1.365,54,2.492
3.524,1.618,46,2.676
1.319,1.587,37,3.263
2.661,0.982,3,3.141
3.598,1.765,58,2.452
1.936,1.249,63,2.959
1.034,0.608,2,3.536
3.376,2.44,32,3.11
2.29,1.332,63,2.945
2.562,1.2,12,3.228
3.941,1.755,68,2.284
2.704,1.407,26,3.017
2.102,2.455,74,3.233
1.921,0.6,74,2.512
2.078,2.133,80,3.325
1.091,0.542,12,3.793
3.323,0.866,44,2.204
3.464,0.848,2,3.131
1.639,1.181,17,3.595
1.703,2.251,54,3.512
3.585,0.988,43,2.449
0.779,1.53,44,3.815
2.418,1.457,47,2.976
2.23,0.973,43,2.904
2.977,1.427,42,2.801
1.239,2.188,1,4.0
2.905,1.897,10,3.326
1.943,1.282,43,3.249
2.742,1.039,68,2.247
0.832,1.531,46,3.749
2.224,0.949,36,3.055
2.423,0.811,31,3.116
1.407,0.587,11,3.553
1.161,0.521,72,2.719
1.322,2.446,36,3.87
1.836,1.223,1,3.563
1.019,0.574,14,3.358
3.826,1.663,83,2.127
2.036,1.44,63,2.856
3.37,1.649,34,2.949
3.916,1.583,5,3.112
0.966,0.7,9,3.79
2.851,1.997,34,3.253
3.576,1.253,36,2.502
2.793,2.492,61,3.152
2.116,1.682,36,3.25
2.123,1.481,32,3.04
0.818,1.223,19,3.827
2.464,1.577,80,2.786
3.979,1.446,57,2.52
3.864,1.551,69,2.256
0.833,2.441,60,3.634
3.029,1.311,9,3.183
1.696,1.062,75,2.926
3.68,1.351,39,2.519
0.849,0.604,70,3.212
3.788,1.413,28,2.847
3.464,2.341,73,2.624
1.088,0.902,82,3.484
0.897,0.678,44,3.251
3.455,0.532,76,2.135
1.214,1.788,17,3.954
2.465,2.03,63,2.781
3.722,1.843,41,2.724
2.573,1.782,18,3.133
2.011,2.134,4,3.691
2.169,2.207,65,3.058
0.908,1.172,78,3.121
3.897,1.659,15,3.246
1.725,1.816,51,3.33
1.325,1.183,36,3.581
1.644,1.773,74,3.018
3.882,1.819,19,2.904
1.011,0.5,15,3.407
3.562,0.67,23,2.938
3.036,1.97,13,3.367
3.439,0.651,62,2.352
3.92,1.515,2,2.856
3.479,0.589,30,2.593
3.813,2.157,43,3.015
1.119,1.609,57,3.454
3.326,0.908,63,2.437
2.501,2.225,44,3.069
2.494,0.74,75,2.737
3.666,2.315,68,2.633
3.907,2.444,35,2.933
3.026,1.816,31,2.917
2.294,2.177,48,3.108
2.206,2.148,62,3.118
1.975,1.407,19,3.554
1.893,0.744,4,3.517
1.992,0.666,22,3.25
0.996,0.708,42,3.224
0.956,1.526,41,3.496
3.274,0.571,42,2.525
2.172,1.46,79,2.453
3.771,1.074,41,2.351
2.72,2.244,24,3.429
0.816,0.681,60,3.548
1.22,1.86,1,4.0
1.379,0.662,66,3.167
3.92,1.556,42,2.669
1.422,1.168,41,3.293
2.402,1.599,44,3.381
3.789,0.647,2,2.817
3.925,1.5,9,2.876
1.48,1.517,38,3.711
0.862,2.187,31,4.0
1.207,0.612,61,3.244
0.909,0.747,18,3.466
1.344,2.46,24,4.0
2.576,1.475,50,2.979
3.711,1.921,41,2.738
2.473,1.083,73,2.782
2.766,1.76,23,3.124
1.366,1.347,57,3.46
3.342,2.164,10,3.224
2.739,1.368,64,2.84
3.552,1.853,4,2.91
3.831,1.165,65,2.285
1.848,0.909,64,2.645
0.999,0.936,1,4.0
1.446,1.632,5,3.897
2.145,1.482,42,3.152
3.821,1.905,23,2.937
1.948,2.196,25,3.622
3.244,0.574,52,2.26
2.484,2.098,59,3.051
1.303,2.22,37,3.704
1.758,1.922,68,3.097
2.856,1.859,53,2.839
2.92,2.377,18,3.34
2.135,2.279,11,3.866
1.455,1.235,77,3.22
3.082,1.787,5,3.356
1.257,1.57,75,3.451
3.791,0.714,79,2.248
1.32,0.96,67,3.507
1.054,1.51,59,3.31
2.342,1.404,75,2.913
2.415,1.647,41,3.272
2.377,2.094,2,3.717
2.141,2.107,58,3.141
3.983,1.044,24,2.675
2.305,1.031,29,3.415
2.277,1.731,8,3.783
2.092,1.258,78,3.043
0.921,2.42,83,3.559
2.657,1.769,36,2.797
1.452,1.016,34,3.422
2.804,0.711,40,2.675
0.868,1.948,77,3.831
3.939,1.141,83,2.056
2.248,0.883,49,2.889
3.659,1.005,30,2.621
2.269,1.889,72,3.071
0.899,1.816,1,4.0
3.413,0.702,21,2.702
2.839,1.83,55,3.075
3.28,1.733,10,2.896
2.113,2.101,66,3.263
2.805,0.674,11,2.959
3.526,1.045,23,2.909
2.783,2.107,63,2.923
1.847,1.379,62,2.995
2.886,2.318,36,3.251
2.917,1.884,31,3.039
3.87,0.608,23,2.701
1.924,1.403,57,3.178
2.103,1.094,61,2.777
3.38,2.022,75,2.476
2.369,0.8,22,3.102
3.131,2.265,51,2.942
2.217,1.959,72,3.058
1.411,1.672,59,3.161
3.159,1.622,7,3.471
1.133,2.404,71,3.495
1.355,2.227,27,3.733
2.769,2.344,68,2.802
3.166,2.144,24,3.019
3.652,1.201,6,3.009
1.6,0.84,76,2.838
1.065,1.096,45,3.258
3.855,2.423,39,2.77
1.21,2.427,83,3.477
1.352,0.907,52,3.358
1.661,0.953,62,2.849
2.447,1.816,73,2.525
3.613,1.607,59,2.343
3.21,1.629,61,2.95
3.037,2.314,22,2.939
1.278,1.614,34,3.472
1.88,1.661,12,3.668
2.279,1.823,36,3.66
1.187,1.521,68,3.259
1.602,1.663,75,3.192
1.717,1.994,61,3.516
1.12,2.331,61,3.497
2.516,2.364,21,3.757
3.027,1.836,8,3.15
0.931,1.037,76,3.322
2.288,2.234,62,3.562
3.281,1.888,80,2.422
3.168,1.235,16,2.976
3.39,1.755,20,2.947
2.179,1.345,67,2.895
3.408,2.167,30,2.958
1.494,1.173,47,3.421
1.891,1.379,30,3.399
1.282,2.086,57,3.606
2.243,0.901,2,3.369
1.994,1.628,52,3.192
1.495,1.398,37,3.486
3.181,1.235,28,2.877
1.736,0.72,30,3.206
1.6,0.523,75,2.937
1.132,1.727,49,3.563
2.148,1.62,81,2.951
1.7,2.372,18,3.905
1.919,1.102,56,3.289
1.479,0.581,9,3.337
3.218,1.427,19,3.005
3.769,0.584,52,2.298
2.343,1.018,30,3.229
2.822,1.836,54,2.865
3.562,1.414,2,3.202
3.996,1.154,33,2.194
2.725,2.099,38,3.212
3.636,1.173,60,2.621
3.698,0.82,69,2.168
3.312,1.059,36,2.634
2.221,2.405,55,3.463
0.968,1.0,38,3.531
0.752,1.225,24,3.601
2.275,0.85,18,3.3
2.331,1.795,2,3.476
2.044,1.054,6,3.567
2.575,0.919,25,3.177
2.522,1.674,32,3.404
3.461,2.029,6,3.278
1.059,1.683,38,3.821
1.443,1.497,62,3.262
3.317,2.447,78,2.857
3.498,1.07,78,2.39
3.983,1.446,21,2.841
3.581,0.882,20,2.822
3.637,1.506,59,2.364
1.737,1.471,27,3.693
2.025,2.043,6,3.856
1.585,1.414,53,2.883
2.701,0.786,58,2.856
3.798,2.399,10,3.112
1.837,1.036,76,2.908
2.538,0.99,59,2.715
1.678,2.303,2,4.0
1.26,1.825,44,3.669
1.344,2.272,62,3.515
0.891,1.076,82,2.916
3.833,0.605,6,2.913
2.03,1.367,9,3.496
3.453,0.99,34,2.477
2.948,1.96,7,3.762
1.333,0.93,14,3.796
1.279,0.656,12,3.507
3.38,1.446,51,2.43
1.574,1.064,42,3.291
3.714,1.009,42,2.684
1.162,1.129,49,3.217
2.936,1.112,34,2.841
3.388,1.384,36,2.957
1.476,1.654,28,3.347
1.611,1.577,50,3.197
3.883,1.69,20,2.767
1.573,0.757,69,2.905
2.119,0.62,49,2.968
2.127,2.364,73,2.84
1.535,0.946,69,3.11
3.26,2.161,14,3.199
3.247,0.632,31,2.708
1.948,1.852,35,3.283
3.456,1.706,51,2.441
1.403,1.425,9,3.684
0.714,1.248,45,3.641
2.585,2.229,29,3.303
3.98,1.906,55,2.307
0.828,1.794,57,3.485
1.386,2.355,81,3.271
2.412,0.634,41,3.183
3.373,1.998,40,3.049
0.994,2.436,7,4.0
2.004,2.443,69,3.254
3.165,0.847,15,3.071
1.926,2.12,6,3.811
1.323,0.618,52,3.178
1.345,1.884,56,3.312
2.053,1.783,15,3.749
2.282,1.411,68,2.806
3.544,1.189,62,2.273
2.819,0.978,54,2.689
2.978,1.199,68,2.811
3.944,0.699,45,2.302
2.059,1.105,27,3.123
2.031,1.516,82,2.833
3.747,1.529,71,2.447
1.511,1.654,20,3.808
3.108,1.954,20,3.12
3.19,0.733,37,2.374
1.023,2.2,71,3.573
2.245,1.232,1,3.556
1.362,0.883,47,3.326
1.312,0.859,82,3.185
2.231,2.112,9,3.913
1.655,1.456,43,3.602
3.327,1.015,75,2.192
3.695,2.363,57,2.762
3.349,1.672,34,2.776
1.578,1.769,4,3.827
1.605,0.996,1,3.736
1.541,1.3,46,3.198
1.146,1.114,32,3.604
3.815,0.992,72,1.954
2.027,2.298,36,3.549
1.441,0.757,17,3.422
3.494,0.679,57,2.251
2.017,1.26,31,3.288
0.816,1.815,28,3.976
1.234,1.131,75,2.989
2.81,0.905,65,2.617
3.284,0.609,66,2.271
1.396,2.165,83,3.183
3.727,1.973,35,2.853
3.508,1.79,22,3.095
3.5,1.966,31,3.231
1.451,2.183,2,3.847
0.867,1.032,76,3.419
3.562,2.082,67,2.523
1.709,0.706,14,3.463
2.742,2.367,36,3.098
3.208,1.63,12,3.201
1.123,2.027,46,3.592
3.277,1.474,53,2.665
3.797,1.301,51,2.327
3.104,1.912,51,2.773
2.156,1.159,32,3.086
3.593,1.7,64,2.781
2.441,0.503,73,2.384
3.158,2.176,15,3.399
3.408,0.834,69,2.237
3.173,1.727,52,2.678
1.65,2.21,70,3.369
1.089,1.861,52,3.756
1.487,1.447,32,3.394
2.359,1.509,64,3.258
2.367,1.378,66,3.128
2.623,0.569,2,3.139
2.004,2.048,55,3.36
3.297,2.413,20,3.284
3.713,1.941,11,3.038
1.514,2.297,40,3.797
3.131,2.243,28,3.07
2.937,1.211,16,3.26
2.426,1.226,34,3.047
1.322,1.419,45,3.555
3.324,0.683,68,2.267
3.87,0.589,25,2.357
3.082,0.505,32,2.497
3.729,1.558,23,2.757
3.948,1.577,47,2.463
1.862,0.655,47,3.193
2.806,0.855,74,2.382
2.264,1.983,38,3.488
3.956,1.564,67,2.086
1.01,2.057,38,3.742
2.061,0.901,27,3.359
3.589,1.644,60,2.619
1.637,0.979,17,3.507
3.3,2.421,83,2.408
1.963,2.349,68,3.382
3.934,1.152,26,2.496
3.616,0.81,28,2.66
1.694,0.795,46,3.091
3.242,0.853,47,2.517
1.812,1.763,53,3.232
2.701,0.859,17,3.336
2.873,0.868,71,2.396
3.438,1.305,36,2.551
0.781,2.088,39,3.989
1.427,0.767,28,3.114
3.049,0.814,28,2.668
2.56,0.651,15,3.28
2.335,0.627,11,3.148
0.882,0.828,59,3.267
1.849,2.092,37,3.837
3.555,2.47,58,2.795
0.802,0.91,56,3.309
2.008,0.864,4,3.529
3.819,0.831,49,2.258
0.868,0.588,57,3.283
3.174,2.182,81,2.613
1.55,1.52,60,3.002
3.56,1.16,48,2.616
3.162,0.919,63,2.78
3.623,0.849,67,1.907
1.413,0.72,16,3.716
2.453,1.832,54,3.038
3.272,1.819,35,2.828
1.511,0.755,19,3.504
1.461,0.923,40,3.424
0.79,2.137,3,4.0
3.863,1.569,1,2.839
3.043,0.856,37,2.685
2.797,1.803,48,3.0
3.155,2.184,63,2.866
2.454,1.157,5,3.507
2.271,2.023,37,3.124
2.183,2.181,50,3.335
2.813,1.195,51,2.762
1.365,2.348,83,3.352
3.631,1.306,73,2.429
3.379,0.713,15,2.664
1.854,2.015,64,3.133
2.609,0.848,19,2.877
1.165,0.912,25,3.589
3.909,1.811,81,2.113
3.68,1.514,74,2.189
3.742,0.659,10,2.707
1.796,2.101,47,3.387
1.258,0.541,32,3.298
1.399,0.882,32,3.481
0.997,1.752,40,3.619
1.096,2.039,82,3.436
0.935,1.411,43,3.796
3.966,1.404,17,2.63
0.944,2.38,66,3.828
1.137,1.105,8,3.647
3.43,1.597,25,3.202
2.615,1.789,39,3.205
3.256,2.355,15,3.199
2.782,2.029,5,3.619
3.611,0.737,30,2.412
2.807,2.031,31,2.965
2.423,1.744,17,3.255
3.052,2.049,42,2.812
2.176,0.696,49,2.69
1.842,2.341,20,3.872
2.243,2.087,60,3.266
1.26,2.195,2,4.0
3.329,2.262,40,3.205
1.56,0.692,56,2.888
1.207,2.096,78,3.564
1.513,1.9,44,3.398
3.479,1.861,25,2.996
1.79,1.265,49,3.138
2.964,1.028,40,2.763
3.526,1.718,59,2.605
0.957,1.072,13,3.733
3.225,2.334,66,2.787
1.715,1.717,11,3.61
1.415,1.218,65,2.993
2.973,0.542,2,2.734
3.702,0.82,61,2.257
1.674,1.082,65,3.313
2.577,0.824,62,2.543
1.656,1.591,51,3.43
2.529,1.942,3,3.716
2.752,2.268,75,2.817
2.714,1.79,67,2.729
2.758,1.657,13,3.344
1.146,0.979,9,3.869
2.989,2.248,59,3.051
2.927,1.132,22,2.845
2.953,1.906,36,3.367
0.944,1.995,35,3.845
2.175,0.59,75,2.61
2.05,1.802,49,3.289
0.986,2.362,13,4.0
1.434,1.887,12,4.0
2.155,1.453,58,3.055
3.152,1.305,71,2.353
1.482,0.8,70,3.045
3.438,0.95,43,2.643
2.501,2.278,30,3.324
3.209,1.281,23,2.735
2.259,0.825,23,3.355
2.347,1.297,66,3.033
2.745,1.376,81,2.603
3.762,1.179,82,2.324
2.323,0.534,56,2.713
2.445,1.235,40,2.851
2.687,2.294,52,3.294
3.134,1.05,16,2.946
0.937,1.225,46,3.878
2.402,1.931,29,3.104
2.289,0.812,7,3.37
3.742,2.182,13,2.894
2.329,1.591,71,3.03
2.245,1.567,9,3.666
3.875,0.755,21,2.424
2.187,0.635,12,3.501
1.297,2.196,78,3.119
1.416,0.942,47,3.358
1.014,1.372,42,3.67
0.702,1.515,37,3.888
2.125,0.548,32,3.197
3.239,1.908,34,3.032
3.12,1.585,75,2.611
0.806,2.318,18,4.0
2.581,0.762,72,2.431
1.209,0.836,74,3.029
3.806,1.017,14,2.876
1.252,1.11,36,3.575
2.768,2.385,82,2.874
1.777,1.635,4,3.362
2.817,1.041,5,2.967
2.06,0.93,3,3.501
3.207,1.544,22,2.929
1.461,0.902,32,3.356
3.689,0.661,44,2.498
2.351,1.748,47,3.167
3.195,1.837,8,3.0
3.504,0.648,35,2.44
3.996,1.511,46,2.516
1.439,1.644,8,3.96
1.647,1.771,47,3.32
1.526,0.516,57,3.165
1.567,2.088,6,3.598
2.622,1.557,46,2.985
3.979,1.325,7,2.552
3.968,1.379,83,1.957
2.438,1.406,69,2.922
2.809,2.202,59,2.921
3.538,1.875,45,2.62
3.779,1.072,29,2.467
1.373,0.525,70,3.158
2.444,1.253,44,3.13
3.448,0.879,81,2.162
1.701,1.714,24,3.358
2.151,1.782,33,3.089
3.953,1.145,23,2.504
3.951,2.226,17,2.907
3.69,2.464,11,3.588
3.335,1.44,9,2.935
1.588,1.445,58,3.198
1.759,0.657,37,3.126
2.506,2.257,37,3.194
2.551,0.787,15,3.382
2.368,1.757,67,2.907
2.801,1.791,6,3.093
2.047,1.191,11,3.535
3.172,0.699,8,2.989
1.801,1.809,62,3.37
1.791,1.184,6,3.539
1.12,0.806,65,2.983
1.323,2.328,67,3.523
3.507,1.473,2,3.072
2.173,1.901,73,2.923
1.452,1.101,29,3.369
3.206,0.796,51,2.591
2.528,0.569,22,2.876
0.77,1.189,34,3.919
1.744,0.6,18,3.457
1.284,2.48,44,3.96
2.864,0.967,40,2.657
1.608,0.752,34,3.277
0.914,2.142,54,3.653
0.881,2.098,34,3.832
2.62,2.493,72,3.269
0.772,0.988,6,4.0
3.501,0.596,61,2.291
1.213,1.946,38,3.953
2.702,2.116,37,3.383
2.167,1.2,16,3.284
2.161,2.372,39,3.228
0.937,2.044,33,3.534
3.349,1.32,60,2.351
3.647,1.94,79,2.628
0.736,0.502,58,3.282
1.289,1.179,56,3.418
3.683,0.84,11,2.794
2.513,1.111,24,3.106
1.195,0.918,24,3.488
1.369,1.93,61,3.503
2.878,2.158,59,3.24
3.092,0.86,62,2.521
2.678,1.335,16,2.956
3.845,1.697,75,2.009
2.33,0.789,31,3.065
1.691,1.222,22,3.433
2.275,0.891,55,2.648
1.887,1.624,9,3.821
1.441,2.304,26,3.768
0.852,1.426,49,3.691
1.862,1.842,14,3.819
3.048,1.941,54,2.654
0.761,2.481,29,4.0
2.149,1.756,51,3.062
2.825,0.87,66,2.64
2.714,0.521,14,3.172
3.263,0.778,28,2.742
3.375,0.749,8,2.897
3.049,1.546,40,2.853
1.039,1.379,50,3.604
2.268,1.729,23,3.258
2.691,0.655,49,2.401
1.51,2.141,46,3.694
0.84,0.718,45,3.526
1.438,1.867,19,3.932
2.201,1.886,32,3.469
2.066,1.636,65,2.874
1.283,0.85,81,2.817
3.421,1.726,67,2.697
3.755,2.35,17,2.907
1.364,2.11,49,3.572
3.768,0.76,11,2.524
0.759,1.162,25,3.997
3.752,2.08,11,2.84
3.841,0.894,48,2.42
0.74,1.93,50,3.646
3.218,2.337,39,3.15
3.902,1.069,72,2.219
3.689,0.688,38,2.476
3.903,1.42,31,2.834
2.516,1.127,71,2.983
0.958,1.518,73,2.805
3.504,1.106,46,2.515
2.726,1.508,67,2.667
2.729,0.816,54,2.821
2.077,0.845,8,3.529
2.587,1.27,13,3.015
1.207,0.679,34,3.404
3.141,2.468,72,2.708
0.948,1.145,50,3.569
3.108,0.9,3,3.214
3.502,1.907,76,2.321
2.259,1.342,56,2.987
2.382,2.416,37,3.271
1.73,0.606,52,2.777
3.899,1.458,66,2.477
3.119,0.969,31,2.956
1.918,1.906,77,2.919
1.277,1.591,50,3.654
1.425,0.976,59,2.987
2.231,1.55,82,2.929
3.81,2.057,51,2.491
3.123,2.45,66,2.876
1.41,0.953,6,3.656
3.537,0.609,5,2.414
1.948,1.632,42,3.267
3.511,1.117,22,2.752
1.498,1.99,26,3.567
2.742,2.036,22,3.241
3.758,0.878,9,2.892
1.551,1.394,6,3.731
2.987,0.547,20,2.75
3.958,1.951,55,2.316
1.197,1.594,54,3.36
0.992,2.458,56,3.763
2.925,1.176,2,3.152
1.821,1.814,15,3.524
0.935,1.645,16,3.848
